Date,Mean of error,SD of error
2015-12-21,1723.04,1408.68
2015-12-28,1723.04,1408.68
2016-01-04,1723.04,1408.68
2016-01-11,1723.04,1408.68
2016-01-18,1599.65,1249.62
2016-01-25,1599.65,1249.62
2016-02-01,1599.65,1249.62
2016-02-08,1599.65,1249.62
2016-02-15,1615.89,1257.55
2016-02-22,1615.89,1257.55
2016-02-29,1615.89,1257.55
2016-03-07,1615.89,1257.55
2016-03-14,2117.99,1378.37
2016-03-21,2117.99,1378.37
2016-03-28,2117.99,1378.37
2016-04-04,2117.99,1378.37
2016-04-11,1635.87,1262.98
2016-04-18,1635.87,1262.98
2016-04-25,1635.87,1262.98
2016-05-02,1635.87,1262.98
2016-05-09,1298.27,1081.6
2016-05-16,1298.27,1081.6
2016-05-23,1298.27,1081.6
2016-05-30,1298.27,1081.6
2016-06-06,1306.78,1074.93
2016-06-13,1306.78,1074.93
2016-06-20,1306.78,1074.93
2016-06-27,1306.78,1074.93
2016-07-04,1279.67,1063.86
2016-07-11,1279.67,1063.86
2016-07-18,1279.67,1063.86
2016-07-25,1279.67,1063.86
2016-08-01,1274.76,1056.99
2016-08-08,1274.76,1056.99
2016-08-15,1274.76,1056.99
2016-08-22,1274.76,1056.99
2016-08-29,1287.74,1030.68
2016-09-05,1287.74,1030.68
2016-09-12,1287.74,1030.68
2016-09-19,1287.74,1030.68
2016-09-26,1253.77,1024.34
2016-10-03,1253.77,1024.34
2016-10-10,1253.77,1024.34
2016-10-17,1253.77,1024.34
2016-10-24,1249.87,1022.0
2016-10-31,1249.87,1022.0
2016-11-07,1249.87,1022.0
2016-11-14,1249.87,1022.0
2016-11-21,1218.2,1027.58
2016-11-28,1218.2,1027.58
2016-12-05,1218.2,1027.58
2016-12-12,1218.2,1027.58
2016-12-19,1250.32,1050.27
2016-12-26,1250.32,1050.27
2017-01-02,1250.32,1050.27
2017-01-09,1250.32,1050.27
2017-01-16,1249.95,1018.75
2017-01-23,1249.95,1018.75
2017-01-30,1249.95,1018.75
2017-02-06,1249.95,1018.75
2017-02-13,1222.0,1004.17
2017-02-20,1222.0,1004.17
2017-02-27,1222.0,1004.17
2017-03-06,1222.0,1004.17
2017-03-13,1182.12,969.17
2017-03-20,1182.12,969.17
2017-03-27,1182.12,969.17
2017-04-03,1182.12,969.17
2017-04-10,1153.53,954.05
2017-04-17,1153.53,954.05
2017-04-24,1153.53,954.05
2017-05-01,1153.53,954.05
2017-05-08,1127.67,949.94
2017-05-15,1127.67,949.94
2017-05-22,1127.67,949.94
2017-05-29,1127.67,949.94
2017-06-05,1094.58,949.07
2017-06-12,1094.58,949.07
2017-06-19,1094.58,949.07
2017-06-26,1094.58,949.07
2017-07-03,1102.99,932.84
2017-07-10,1102.99,932.84
2017-07-17,1102.99,932.84
2017-07-24,1102.99,932.84
2017-07-31,1136.49,1034.67
2017-08-07,1136.49,1034.67
2017-08-14,1136.49,1034.67
2017-08-21,1136.49,1034.67
2017-08-28,1203.1,1122.23
2017-09-04,1203.1,1122.23
2017-09-11,1203.1,1122.23
2017-09-18,1203.1,1122.23
2017-09-25,1256.69,1106.39
2017-10-02,1256.69,1106.39
2017-10-09,1256.69,1106.39
2017-10-16,1256.69,1106.39
2017-10-23,1363.23,1189.44
2017-10-30,1363.23,1189.44
2017-11-06,1363.23,1189.44
2017-11-13,1363.23,1189.44
2017-11-20,1388.97,1148.22
2017-11-27,1388.97,1148.22
2017-12-04,1388.97,1148.22
2017-12-11,1388.97,1148.22
2017-12-18,1405.59,1146.39
2017-12-25,1405.59,1146.39
2018-01-01,1405.59,1146.39
2018-01-08,1405.59,1146.39
2018-01-15,1421.37,1125.2
2018-01-22,1421.37,1125.2
2018-01-29,1421.37,1125.2
2018-02-05,1421.37,1125.2
2018-02-12,1414.77,1105.53
2018-02-19,1414.77,1105.53
2018-02-26,1414.77,1105.53
2018-03-05,1414.77,1105.53
2018-03-12,1413.54,1104.66
2018-03-19,1413.54,1104.66
2018-03-26,1413.54,1104.66
2018-04-02,1413.54,1104.66
2018-04-09,1369.6,1065.97
2018-04-16,1369.6,1065.97
2018-04-23,1369.6,1065.97
2018-04-30,1369.6,1065.97
2018-05-07,1357.3,1072.02
2018-05-14,1357.3,1072.02
2018-05-21,1357.3,1072.02
2018-05-28,1357.3,1072.02
2018-06-04,1351.8,1075.28
2018-06-11,1351.8,1075.28
2018-06-18,1351.8,1075.28
2018-06-25,1351.8,1075.28
2018-07-02,1371.82,1086.03
2018-07-09,1371.82,1086.03
2018-07-16,1371.82,1086.03
2018-07-23,1371.82,1086.03
2018-07-30,1372.86,1077.43
2018-08-06,1372.86,1077.43
2018-08-13,1372.86,1077.43
2018-08-20,1372.86,1077.43
2018-08-27,1394.77,1067.55
2018-09-03,1394.77,1067.55
2018-09-10,1394.77,1067.55
2018-09-17,1394.77,1067.55
2018-09-24,1400.51,1062.53
2018-10-01,1400.51,1062.53
2018-10-08,1400.51,1062.53
2018-10-15,1400.51,1062.53
2018-10-22,1394.85,1064.95
2018-10-29,1394.85,1064.95
2018-11-05,1394.85,1064.95
2018-11-12,1394.85,1064.95
2018-11-19,1393.65,1057.68
2018-11-26,1393.65,1057.68
2018-12-03,1393.65,1057.68
2018-12-10,1393.65,1057.68
2018-12-17,1392.0,1054.64
2018-12-24,1392.0,1054.64
2018-12-31,1392.0,1054.64
2019-01-07,1392.0,1054.64
2019-01-14,1400.04,1046.35
2019-01-21,1400.04,1046.35
2019-01-28,1400.04,1046.35
2019-02-04,1400.04,1046.35
2019-02-11,1364.99,1007.49
2019-02-18,1364.99,1007.49
2019-02-25,1364.99,1007.49
2019-03-04,1364.99,1007.49
2019-03-11,1371.29,994.13
2019-03-18,1371.29,994.13
2019-03-25,1371.29,994.13
2019-04-01,1371.29,994.13
2019-04-08,1374.47,993.67
2019-04-15,1374.47,993.67
2019-04-22,1374.47,993.67
2019-04-29,1374.47,993.67
2019-05-06,1358.53,994.39
2019-05-13,1358.53,994.39
2019-05-20,1358.53,994.39
2019-05-27,1358.53,994.39
2019-06-03,1291.01,919.31
2019-06-10,1291.01,919.31
2019-06-17,1291.01,919.31
2019-06-24,1291.01,919.31
2019-07-01,1277.45,917.48
2019-07-08,1277.45,917.48
2019-07-15,1277.45,917.48
2019-07-22,1277.45,917.48
2019-07-29,1274.26,918.67
2019-08-05,1274.26,918.67
2019-08-12,1274.26,918.67
2019-08-19,1274.26,918.67
2019-08-26,1253.92,913.63
2019-09-02,1253.92,913.63
2019-09-09,1253.92,913.63
2019-09-16,1253.92,913.63
2019-09-23,1235.96,910.22
2019-09-30,1235.96,910.22
2019-10-07,1235.96,910.22
2019-10-14,1235.96,910.22
2019-10-21,1222.05,915.09
2019-10-28,1222.05,915.09
2019-11-04,1222.05,915.09
2019-11-11,1222.05,915.09
2019-11-18,1216.24,917.69
2019-11-25,1216.24,917.69
2019-12-02,1216.24,917.69
2019-12-09,1216.24,917.69
2019-12-16,1190.89,900.2
2019-12-23,1190.89,900.2
2019-12-30,1190.89,900.2
2020-01-06,1190.89,900.2
2020-01-13,1189.49,900.27
2020-01-20,1189.49,900.27
2020-01-27,1189.49,900.27
2020-02-03,1189.49,900.27
2020-02-10,1213.22,966.61
2020-02-17,1213.22,966.61
2020-02-24,1213.22,966.61
2020-03-02,1213.22,966.61
2020-03-09,1233.97,1026.19
2020-03-16,1233.97,1026.19
2020-03-23,1233.97,1026.19
2020-03-30,1233.97,1026.19
2020-04-06,1236.36,1012.66
2020-04-13,1236.36,1012.66
2020-04-20,1236.36,1012.66
2020-04-27,1236.36,1012.66
2020-05-04,1241.95,1014.19
2020-05-11,1241.95,1014.19
2020-05-18,1241.95,1014.19
2020-05-25,1241.95,1014.19
2020-06-01,1283.81,1032.37
2020-06-08,1283.81,1032.37
2020-06-15,1283.81,1032.37
2020-06-22,1283.81,1032.37
2020-06-29,1356.74,1170.65
2020-07-06,1356.74,1170.65
2020-07-13,1356.74,1170.65
2020-07-20,1356.74,1170.65
2020-07-27,1265.41,1036.14
2020-08-03,1265.41,1036.14
2020-08-10,1265.41,1036.14
2020-08-17,1265.41,1036.14
2020-08-24,1274.68,1007.5
2020-08-31,1274.68,1007.5
2020-09-07,1274.68,1007.5
2020-09-14,1274.68,1007.5
2020-09-21,1235.7,977.64
2020-09-28,1235.7,977.64
2020-10-05,1235.7,977.64
2020-10-12,1235.7,977.64
2020-10-19,1244.24,951.95
2020-10-26,1244.24,951.95
2020-11-02,1244.24,951.95
2020-11-09,1244.24,951.95
2020-11-16,1290.4,1029.05
2020-11-23,1290.4,1029.05
2020-11-30,1290.4,1029.05
